frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
179,0,35.600,0.98,1,0.30,0.00,0.19,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.04,1.22,0.01,0.00,0.87,0.21,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
180,0,35.800,0.98,1,0.35,0.00,0.18,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.04,1.20,0.04,0.00,0.86,0.14,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
181,0,36.000,0.98,1,0.30,0.00,0.20,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.06,1.18,0.23,0.00,0.81,0.06,1.23,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
182,0,36.200,0.98,1,0.31,0.00,0.23,0.00,0.00,0.00,0.07,0.04,0.00,0.15,0.11,1.00,0.49,0.00,0.94,0.06,1.17,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
183,0,36.400,0.98,1,0.53,0.00,0.35,0.00,0.00,0.00,0.07,0.06,0.00,0.27,0.11,0.92,0.57,0.00,0.95,0.00,1.24,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
184,0,36.600,0.98,1,1.14,0.05,0.42,0.00,0.00,0.00,0.07,0.06,0.00,0.30,0.05,0.75,0.62,0.00,0.91,0.06,1.24,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
185,0,36.800,0.98,1,1.39,0.05,0.43,0.00,0.00,0.00,0.00,0.02,0.00,0.15,0.00,0.78,0.46,0.00,0.88,0.11,1.14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
186,0,37.000,0.98,1,1.41,0.05,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.70,0.45,0.00,0.85,0.11,1.03,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
187,0,37.200,0.98,1,1.03,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.66,0.29,0.00,0.87,0.05,0.92,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
188,0,37.400,0.98,1,0.69,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.65,0.19,0.00,0.97,0.13,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
189,0,37.600,0.98,1,0.51,0.00,0.16,0.00,0.00,0.00,0.00,0.01,0.00,0.07,0.00,0.72,0.09,0.00,1.02,0.42,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
190,0,37.800,0.98,1,0.25,0.00,0.19,0.00,0.00,0.00,0.00,0.01,0.07,0.20,0.00,0.91,0.18,0.08,0.75,0.46,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
191,0,38.000,0.98,1,0.20,0.00,0.24,0.00,0.00,0.00,0.00,0.01,0.14,0.40,0.20,1.13,0.41,0.24,0.39,0.34,2.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
192,0,38.200,0.98,1,0.01,0.00,0.24,0.00,0.00,0.00,0.00,0.08,0.21,0.51,0.24,1.13,0.43,0.24,0.22,0.04,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
193,0,38.400,0.98,1,0.02,0.00,0.33,0.00,0.00,0.00,0.00,0.18,0.15,0.38,0.24,0.99,0.26,0.16,0.46,0.05,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
194,0,38.600,0.98,1,0.06,0.00,0.45,0.00,0.00,0.00,0.00,0.29,0.08,0.31,0.05,0.95,0.02,0.00,0.93,0.26,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
195,0,38.800,0.98,1,0.07,0.00,0.55,0.00,0.00,0.00,0.00,0.37,0.02,0.26,0.00,0.99,0.00,0.00,1.05,0.57,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
196,0,39.000,0.98,1,0.06,0.00,0.46,0.00,0.00,0.00,0.00,0.27,0.09,0.42,0.07,1.10,0.14,0.17,0.93,0.51,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
197,0,39.200,0.98,1,0.02,0.00,0.30,0.00,0.00,0.00,0.00,0.15,0.14,0.52,0.18,1.10,0.33,0.22,0.51,0.30,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
198,0,39.400,0.98,1,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.04,0.16,0.68,0.31,1.01,0.33,0.22,0.42,0.00,1.34,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
199,0,39.600,0.98,1,0.02,0.00,0.25,0.00,0.00,0.00,0.00,0.08,0.08,0.51,0.30,0.88,0.19,0.05,0.55,0.01,1.11,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
200,0,39.800,0.98,1,0.02,0.01,0.26,0.00,0.00,0.00,0.00,0.20,0.03,0.53,0.31,0.76,0.18,0.00,0.75,0.01,1.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
201,0,40.000,0.98,1,0.02,0.01,0.28,0.00,0.00,0.00,0.00,0.18,0.01,0.50,0.25,0.74,0.18,0.00,0.85,0.01,1.03,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
202,0,40.200,0.98,1,0.03,0.01,0.27,0.00,0.00,0.00,0.00,0.21,0.02,0.50,0.23,0.75,0.18,0.00,0.79,0.13,1.24,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
203,0,40.400,0.98,1,0.06,0.00,0.35,0.00,0.00,0.00,0.00,0.13,0.02,0.36,0.11,0.73,0.02,0.00,0.78,0.19,1.17,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
204,0,40.600,0.98,1,0.06,0.00,0.41,0.00,0.00,0.00,0.00,0.12,0.02,0.33,0.04,0.71,0.02,0.00,0.69,0.19,1.22,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
205,0,40.800,0.98,1,0.02,0.00,0.44,0.00,0.00,0.00,0.00,0.05,0.00,0.45,0.00,0.65,0.08,0.00,0.79,0.20,1.17,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
206,0,41.000,0.98,1,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.04,0.00,0.49,0.00,0.60,0.08,0.00,0.78,0.14,1.19,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
207,0,41.200,0.98,1,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.10,0.00,0.32,0.40,0.39,0.08,0.00,0.63,0.14,1.59,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
208,0,41.400,0.98,1,0.00,0.08,0.19,0.00,0.02,0.15,0.16,0.36,0.11,0.15,0.40,0.20,0.02,0.00,0.33,0.00,1.28,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
209,0,41.600,0.98,1,0.00,0.08,0.33,0.21,0.20,0.40,0.24,0.96,0.22,0.40,0.40,0.00,0.00,0.28,0.08,0.00,0.86,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
210,0,41.800,0.88,1,0.00,0.08,0.46,0.21,0.29,0.73,0.29,1.55,0.43,0.71,0.00,0.00,0.00,0.28,0.00,0.00,0.07,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,0,42.000,0.88,1,0.00,0.00,0.46,0.23,0.35,0.80,0.20,1.80,0.57,0.88,0.00,0.00,0.00,0.28,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
212,0,42.200,0.88,1,0.00,0.23,0.39,0.17,0.23,0.85,0.15,1.46,0.68,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
213,0,42.400,0.88,1,0.00,0.51,0.55,0.24,0.19,0.81,0.21,1.21,0.66,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
214,0,42.600,0.88,1,0.00,0.75,0.78,0.30,0.19,1.04,0.31,1.17,0.62,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
215,0,42.800,0.88,1,0.00,0.52,0.70,0.40,0.16,1.02,0.46,1.30,0.59,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
216,0,43.000,0.93,1,0.00,0.23,0.52,0.56,0.15,1.22,0.61,1.30,0.60,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
217,0,43.200,0.88,1,0.00,0.00,0.34,0.83,0.07,0.96,0.74,1.17,0.53,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,0,43.400,0.88,1,0.00,0.00,0.43,0.98,0.06,0.97,0.98,1.08,0.50,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
219,0,43.600,0.98,1,0.00,0.00,0.42,1.16,0.10,0.81,1.18,1.06,0.51,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
220,0,43.800,0.98,1,0.00,0.00,0.51,1.22,0.20,0.91,1.31,1.08,0.58,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
221,0,44.000,0.98,1,0.00,0.00,0.53,1.17,0.32,1.06,1.28,1.15,0.63,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
222,0,44.200,0.98,1,0.00,0.00,0.64,1.02,0.33,1.19,1.20,1.13,0.60,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
223,0,44.400,0.98,1,0.00,0.13,0.58,1.07,0.37,1.26,1.13,1.26,0.63,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
224,0,44.600,0.98,1,0.00,0.30,0.59,1.22,0.38,1.24,1.11,1.27,0.61,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
225,0,44.800,0.98,1,0.00,0.34,0.62,1.45,0.45,1.21,1.11,1.30,0.61,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,0,45.000,0.98,1,0.00,0.22,0.66,1.41,0.50,1.08,1.14,1.25,0.55,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
227,0,45.200,0.98,1,0.00,0.08,0.67,1.30,0.49,0.94,1.12,1.23,0.50,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
228,0,45.400,0.98,1,0.00,0.10,0.61,1.21,0.54,0.86,1.16,1.27,0.51,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
229,0,45.600,0.98,1,0.00,0.17,0.53,1.19,0.55,0.90,1.17,1.22,0.49,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,0,45.800,0.98,1,0.00,0.18,0.40,1.23,0.63,0.80,1.16,1.16,0.54,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
231,0,46.000,0.98,1,0.00,0.14,0.32,1.25,0.66,0.71,1.11,1.08,0.57,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
232,0,46.200,0.98,1,0.00,0.07,0.32,1.25,0.71,0.70,1.05,1.09,0.59,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
233,0,46.400,0.98,1,0.00,0.03,0.40,1.33,0.76,0.85,1.04,1.18,0.62,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,0,46.600,0.98,1,0.00,0.02,0.37,1.38,0.80,0.96,0.96,1.15,0.58,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
235,0,46.800,0.98,1,0.00,0.02,0.41,1.39,0.82,0.98,0.93,1.22,0.59,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
236,0,47.000,0.98,1,0.00,0.05,0.39,1.31,0.83,0.90,0.92,1.26,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
237,0,47.200,0.98,1,0.00,0.17,0.45,1.34,0.78,0.82,0.98,1.34,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
238,0,47.400,0.98,1,0.00,0.24,0.42,1.31,0.74,0.83,0.98,1.29,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239,0,47.600,0.98,1,0.00,0.22,0.34,1.30,0.74,1.00,1.00,1.24,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
240,0,47.800,0.98,1,0.00,0.10,0.20,1.18,0.72,1.17,1.04,1.25,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
241,0,48.000,0.98,1,0.00,0.02,0.11,1.23,0.72,1.21,1.07,1.25,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
242,0,48.200,0.98,1,0.00,0.03,0.13,1.24,0.72,1.21,1.03,1.13,0.40,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
243,0,48.400,0.98,1,0.00,0.10,0.25,1.26,0.78,1.27,0.96,1.03,0.40,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
244,0,48.600,0.98,1,0.00,0.27,0.38,0.99,0.86,1.52,0.94,0.97,0.39,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
245,0,48.800,0.98,1,0.00,0.31,0.44,0.81,0.89,1.58,0.90,1.04,0.40,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
246,0,49.000,0.98,1,0.00,0.39,0.49,0.73,0.90,1.80,0.89,1.09,0.46,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,0,49.200,0.98,1,0.00,0.27,0.40,0.87,0.86,1.74,0.89,1.14,0.46,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
248,0,49.400,0.98,1,0.00,0.19,0.37,0.90,0.86,1.74,0.88,1.25,0.51,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,0,49.600,0.98,1,0.00,0.11,0.21,0.94,0.83,1.32,0.90,1.25,0.49,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
250,0,49.800,0.98,1,0.00,0.06,0.18,0.97,0.79,1.18,0.88,1.31,0.49,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
251,0,50.000,0.98,1,0.00,0.06,0.18,1.12,0.75,1.01,0.95,1.32,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
252,0,50.200,0.98,1,0.00,0.00,0.21,1.13,0.78,1.13,0.88,1.37,0.37,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
253,0,50.400,0.98,1,0.00,0.00,0.24,1.04,0.79,1.19,0.81,1.36,0.38,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,0,50.600,0.98,1,0.00,0.11,0.21,1.02,0.77,1.33,0.79,1.25,0.39,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
255,0,50.800,0.98,1,0.00,0.13,0.34,1.03,0.77,1.44,0.86,1.23,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
256,0,51.000,0.98,1,0.00,0.19,0.36,1.17,0.78,1.51,0.91,1.15,0.42,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,0,51.200,0.98,1,0.00,0.22,0.42,1.19,0.78,1.46,0.87,1.14,0.43,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
258,0,51.400,0.98,1,0.00,0.22,0.35,1.16,0.78,1.41,0.73,1.15,0.41,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
259,0,51.600,0.98,1,0.00,0.16,0.32,1.19,0.78,1.34,0.60,1.26,0.41,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,0,51.800,0.98,1,0.00,0.11,0.33,1.03,0.79,1.47,0.61,1.38,0.45,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,0,52.000,0.98,1,0.00,0.31,0.31,0.94,0.77,1.44,0.71,1.44,0.45,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,0,52.200,0.98,1,0.00,0.55,0.30,0.90,0.75,1.49,0.82,1.50,0.45,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
263,0,52.400,0.98,1,0.00,0.56,0.28,0.83,0.71,1.34,0.87,1.55,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
264,0,52.600,0.98,1,0.00,0.48,0.31,0.84,0.68,1.26,0.89,1.50,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,0,52.800,0.98,1,0.00,0.77,0.22,0.47,0.77,1.37,0.91,1.40,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
266,0,53.000,0.98,1,0.00,1.11,0.13,0.34,0.72,1.42,0.87,1.29,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
267,0,53.200,0.98,1,0.04,1.58,0.15,0.09,0.77,1.62,1.03,1.27,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
